paper_id,paper_title,cell_type,mode,model,experimental_stimulus,neural_activity,behavioral_consequence,ecological_context,techniques_used,summary
e6f4a6211d0f7dae12654681adeb8bf5a9171b2b,Calmodulin Affects Sensitization of Drosophila melanogaster Odorant Receptors,Or22a-expressing Olfactory Sensory Neurons (OSNs),experimental,qwen3.5:35b,Repeated submicromolar VUAA1 (synthetic agonist) or ethyl hexanoate (odor) stimulation at 100 s intervals,"Calcium imaging revealed sensitization (increased response to 2nd stimulus) in outer dendritic segment (ODS), inner dendritic segment (IDS), and soma under control conditions; CaM inhibition with W7 abolished sensitization in ODS but sensitization persisted in IDS and soma for both VUAA1 and ethyl hexanoate",,Flying insects navigate in highly diluted and dispersed odor plumes; sensitization allows variable sensitivity to detect faint and turbulent odor traces and regulate receptor sensitivity according to requirements,"['Calcium imaging (ex vivo antenna preparation)', 'Pharmacological inhibition (W7, CPZ)', 'Electrophysiology (patch clamp in CHO cells)']","Repeated stimulation sensitizes Or22a-expressing OSNs; CaM inhibition abolishes this sensitization in the outer dendrites but not in the inner dendrites or soma, suggesting distinct mechanisms in different compartments."
b8315b608986aee55e2d768da735e15bd6b6f3c4,Spontaneous and Evoked Release Are Independently Regulated at Individual Active Zones,Motor neurons (innervating larval muscle 4 NMJ),experimental,qwen3.5:35b,Electrical stimulation of motor nerves (evoked); resting conditions (spontaneous),"Individual active zones show variable release probability. 22.3% of active zones are dedicated to spontaneous release only, 36.3% to evoked only, and 41.1% participate in both. Spontaneous and evoked release probabilities are not correlated. Ca2+ influx signals visualized via postsynaptic myrGCaMP5; miniature EPSPs recorded via sharp electrode electrophysiology.",,,"['Ca2+ imaging (postsynaptic myrGCaMP5)', 'Sharp electrode electrophysiology', 'Immunohistochemistry']","Motor neurons at the Drosophila larval muscle 4 NMJ exhibit independent regulation of spontaneous and evoked release at individual active zones, with a significant subset of zones dedicated exclusively to spontaneous fusion."
4cca751b7f0676bcc296e1f2db51310020a0affd,Phosphorylation via PKC Regulates the Function of the Drosophila Odorant Co-Receptor,Or22a-expressing olfactory sensory neurons (OSNs),experimental,qwen3.5:35b,Ethyl butyrate odor pulses (0.5 s duration),Microinjection of PLC inhibitor (U73122) or PKC inhibitor (Gö6976) into sensilla reduced the OSN spike frequency response to odor. Microinjection of PKC activators (OAG or PMA) enhanced the odor response (spike frequency).,Not tested in this study (only neural activity measured via electrophysiology),"Ethyl butyrate is identified in the Introduction as a fruit volatile emitted by e.g., pineapple (cited from Stensmyr et al., 2003; Hallem and Carlson, 2006)","['Extracellular single sensillum electrophysiology', 'Microinjection of chemical agents into sensilla']","Or22a-expressing OSNs in large basiconic sensilla show increased firing upon ethyl butyrate stimulation; PLC and PKC inhibition reduces this response, while PKC activation enhances it."
2a818780dc8b239c9a8aebc05d246071b3d0efbe,Transient photocurrents in a subthreshold evidence accumulator accelerate perceptual decisions,αβc Kenyon cells (αβc KCs),experimental,qwen3.5:35b,Olfactory discrimination task (4-methylcyclohexanol); optogenetic stimulation (25-ms red light pulses) triggered upon entry into central decision zone,Dendritically targeted CsChrimson produced subthreshold depolarizations (1–4 mV) at the soma in response to light; EPSP-like photocurrents generated; subthreshold voltage dynamics form an accumulator memory,"Dendritic optogenetic depolarization shortened reaction times, particularly in difficult discriminations, at a marginal cost to accuracy; untargeted (spiking) stimulation drastically reduced reaction times and compressed accuracy to near chance",,"['closed-loop optogenetics', 'whole-cell patch-clamp electrophysiology', 'olfactory discrimination behavior', 'confocal fluorescence imaging', 'Bayesian model comparison']",Dendritically targeted αβc KCs integrate sensory evidence via subthreshold voltage changes; optogenetic depolarization accelerates decisions by lowering the decision bound.
2a818780dc8b239c9a8aebc05d246071b3d0efbe,Transient photocurrents in a subthreshold evidence accumulator accelerate perceptual decisions,α'β' Kenyon cells (α'β' KCs),experimental,qwen3.5:35b,Olfactory discrimination task (4-methylcyclohexanol); optogenetic stimulation (25-ms red light pulses),Identified as naturally poor temporal integrators,Photostimulation did not alter reaction times or choice accuracies compared to unstimulated conditions,,"['closed-loop optogenetics', 'olfactory discrimination behavior']",α'β' KCs are not involved in the evidence accumulation step of odor discrimination.
5f10618b3b33a1b9cabd8ab7546378dcf3683ac0,Electrophysiological Validation of Monosynaptic Connectivity between Premotor Interneurons and the aCC Motoneuron in the Drosophila Larval CNS,A27h premotor interneuron,experimental,qwen3.5:35b,"Optogenetic stimulation (470 nm LED, 1 s) of ChR and NaChBac driven by R36G02-Gal4",Monosynaptically connected to aCC motoneuron; induced inward synaptic current in aCC present in TTX; robust RCaMP calcium signal in aCC in TTX,,Part of the central pattern generator that regulates locomotion in Drosophila larvae,"['whole-cell patch-clamp electrophysiology', 'optogenetics', 'calcium imaging (RCaMP)']","A27h is confirmed as a cholinergic premotor interneuron monosynaptically connected to aCC, providing excitatory drive validated by electrophysiology and calcium imaging in the presence of TTX."
5f10618b3b33a1b9cabd8ab7546378dcf3683ac0,Electrophysiological Validation of Monosynaptic Connectivity between Premotor Interneurons and the aCC Motoneuron in the Drosophila Larval CNS,A18a premotor interneuron (CLI2),experimental,qwen3.5:35b,Optogenetic stimulation (470 nm LED) of ChR and NaChBac driven by R15B07-Gal4 (CLI2-Gal4),Monosynaptically connected to aCC motoneuron; induced inward synaptic current in aCC present in TTX,,Part of the central pattern generator that regulates locomotion in Drosophila larvae,"['whole-cell patch-clamp electrophysiology', 'optogenetics']","A18a is confirmed as a cholinergic premotor interneuron monosynaptically connected to aCC, providing excitatory synaptic drive."
5f10618b3b33a1b9cabd8ab7546378dcf3683ac0,Electrophysiological Validation of Monosynaptic Connectivity between Premotor Interneurons and the aCC Motoneuron in the Drosophila Larval CNS,A18b3 premotor interneuron (CLI1),experimental,qwen3.5:35b,"Optogenetic stimulation (470 nm LED) of ChR and NaChBac driven by tsh-Gal80; R47E12-Gal4, cha3.3-Gal80",NOT monosynaptically connected to aCC motoneuron; no synaptic current in aCC in absence or presence of TTX; GRASP imaging showed cell-cell contact but no functional monosynaptic connection,,Part of the central pattern generator that regulates locomotion in Drosophila larvae,"['whole-cell patch-clamp electrophysiology', 'optogenetics', 'GRASP imaging']","Despite GRASP suggesting contact, electrophysiological validation shows A18b3 is not monosynaptically connected to aCC."
5f10618b3b33a1b9cabd8ab7546378dcf3683ac0,Electrophysiological Validation of Monosynaptic Connectivity between Premotor Interneurons and the aCC Motoneuron in the Drosophila Larval CNS,A23a premotor interneuron,experimental,qwen3.5:35b,Optogenetic stimulation (470 nm LED) of ChR driven by SS04495-Gal4 (R41G07-AD; R78F07-DBD),Monosynaptically connected to aCC motoneuron; induced hyperpolarizing drive and reduced aCC firing; inhibitory response blocked by PTX and gabazine,,Part of the central pattern generator that regulates locomotion in Drosophila larvae,"['whole-cell patch-clamp electrophysiology', 'optogenetics', 'pharmacology (PTX, gabazine, mecamylamine)']","A23a is confirmed as a GABAergic premotor interneuron monosynaptically connected to aCC, providing reliable inhibitory drive."
5f10618b3b33a1b9cabd8ab7546378dcf3683ac0,Electrophysiological Validation of Monosynaptic Connectivity between Premotor Interneurons and the aCC Motoneuron in the Drosophila Larval CNS,A31k premotor interneuron,experimental,qwen3.5:35b,Optogenetic stimulation (470 nm LED) of ChR driven by SS04399-Gal4 (R20A03-AD; R93B07-DBD),Monosynaptically connected to aCC motoneuron; induced hyperpolarizing drive and reduced aCC firing; inhibitory response blocked by PTX and gabazine,,Part of the central pattern generator that regulates locomotion in Drosophila larvae,"['whole-cell patch-clamp electrophysiology', 'optogenetics', 'pharmacology (PTX, gabazine)']","A31k is confirmed as a GABAergic premotor interneuron monosynaptically connected to aCC, providing robust inhibitory drive."
11c3bd0ba08eb300ee1341c2bf42504bc4c9f854,Mechanisms underlying homeostatic plasticity in the Drosophila mushroom body in vivo,Anterior Paired Lateral neuron (APL),experimental,qwen3.5:35b,"Artificial activation via temperature-sensitive channel dTRPA1 (31°C for 4 days); Odor presentation (isoamyl acetate, δ-decalactone)","Acute dTRPA1 activation suppresses Kenyon cell odor responses. After 4-day preactivation, odor-evoked Ca2+ influx in APL is decreased compared to controls. Acute activation efficacy during imaging is unchanged by preactivation.",,"Provides feedback inhibition to regulate Kenyon cell activity for sparse olfactory coding, which enhances learned odor discrimination and associative memory capacity.","['Genetic expression (dTRPA1)', 'Temperature manipulation', 'Two-photon imaging (GCaMP6f)']","APL neurons show decreased odor-evoked activity after prolonged artificial activation, contributing to homeostatic compensation in the mushroom body."
11c3bd0ba08eb300ee1341c2bf42504bc4c9f854,Mechanisms underlying homeostatic plasticity in the Drosophila mushroom body in vivo,"Kenyon Cells (KCs) [αβ, γ, α′β′ subtypes]",experimental,qwen3.5:35b,"Odor pulses (isoamyl acetate, δ-decalactone); Artificial APL blockade (Tetanus toxin, histamine-gated channel Ort); Prolonged APL activation",Blocking APL increases KC odor responses with little compensation. Prolonged APL activation leads to increased KC odor responses after activation stops. αβ KCs compensation persists when APL is acutely blocked (non-inhibitory plasticity). γ KCs compensation disappears when APL is acutely blocked (reduced APL activity). Odor responses become less sparse in adapted flies.,,Sparse coding of sensory stimuli maximizes associative memory capacity and separates population representations of different stimuli to enhance learned discrimination.,"['Two-photon imaging (GCaMP6f, GCaMP3)', 'Genetic manipulation (TNT, dTRPA1, Ort)', 'Histamine bath application']",Kenyon cells homeostatically compensate for excess inhibition via increased excitation/intrinsic excitability in αβ KCs and reduced APL activity in γ KCs.
cc8f607a7955388d0fcdd15a03e27a1b27f656b6,"Ca2+-Activated K+ Channels Reduce Network Excitability, Improving Adaptability and Energetics for Transmitting and Perceiving Sensory Information",R1–R6 photoreceptors,experimental,qwen3.5:35b,"Light flashes (dim, medium, bright) and naturalistic light intensity time series","In vivo intracellular recordings showed distinct response dynamics in mutants: dSK− and double mutants peaked faster and decayed earlier than wild-type (WT), while dSlo− photoreceptors showed decelerated dynamics (peaked later, lasted longer). Mutants had more depolarized resting potentials and lower membrane input resistance in darkness. Information transfer rates were broadly WT-like after adaptation, but synaptic feedback load was higher in mutants, leading to increased ATP consumption per bit of information (13.1% to 42.7% higher than WT).",Optomotor behavior in a flight simulator showed genotype-specific sensitivities: dSK− mutants responded strongly to fast coarse field rotations and exhibited fast body saccades; dSlo− mutants were most sensitive to slow hyperacute field rotations; double mutants showed slower response rise and decay consistent with slower LMC dynamics.,Visual processing for motion perception during flight navigation and adaptation to changing light conditions.,"['In vivo intracellular recordings', 'Whole-cell recordings (dissociated ommatidia)', 'Electroretinograms (ERGs)', 'Flight simulator (optomotor behavior)', 'Biophysical modeling']","R1–R6 photoreceptors maintain information transfer rates despite Ca2+-activated K+ channel loss but exhibit altered adaptation dynamics, response speeds, and synaptic feedback loads, resulting in increased energy costs and distorted motion perception behavior."
